処理時間	平方根和の差	世代交代数	個体集団内の個体の数	エリート保存戦略で残す個体の数	トーナメント選択で無作為抽出する個体の数	突然変異確率	フロイド問題におけるN	選択方式	交叉方式
4.037739	0.000128	1000	1000	10	10	0.100000	64	ランキング選択	一様交叉
4.101021	0.000054	1000	1000	10	10	0.100000	64	ランキング選択	1点交叉
3.113497	0.000019	1000	1000	10	10	0.010000	64	トーナメント選択	2点交叉
2.970631	0.000010	1000	1000	10	10	0.010000	64	トーナメント選択	一様交叉
2.839948	0.000001	1000	1000	10	10	0.010000	64	トーナメント選択	1点交叉
3.710241	0.000005	1000	1000	10	10	0.010000	64	ランキング選択	2点交叉
3.778946	0.000081	1000	1000	10	10	0.010000	64	ランキング選択	一様交叉
3.898249	0.000047	1000	1000	10	10	0.010000	64	ランキング選択	1点交叉
2.704321	0.000155	1000	1000	10	1	0.100000	64	トーナメント選択	2点交叉
2.769016	0.000132	1000	1000	10	1	0.100000	64	トーナメント選択	一様交叉
2.807655	0.000028	1000	1000	10	1	0.100000	64	トーナメント選択	1点交叉
3.733216	0.000005	1000	1000	10	1	0.100000	64	ランキング選択	2点交叉
3.671754	0.000004	1000	1000	10	1	0.100000	64	ランキング選択	一様交叉
3.897238	0.000011	1000	1000	10	1	0.100000	64	ランキング選択	1点交叉
2.825237	0.000087	1000	1000	10	1	0.010000	64	トーナメント選択	2点交叉
2.776603	0.000004	1000	1000	10	1	0.010000	64	トーナメント選択	一様交叉
2.649600	0.000025	1000	1000	10	1	0.010000	64	トーナメント選択	1点交叉
3.798152	0.000081	1000	1000	10	1	0.010000	64	ランキング選択	2点交叉
3.818037	0.000107	1000	1000	10	1	0.010000	64	ランキング選択	一様交叉
3.856119	0.000031	1000	1000	10	1	0.010000	64	ランキング選択	1点交叉
2.794652	0.000031	1000	1000	1	5	0.100000	64	トーナメント選択	2点交叉
2.845248	0.000084	1000	1000	1	5	0.100000	64	トーナメント選択	一様交叉
2.872455	0.000006	1000	1000	1	5	0.100000	64	トーナメント選択	1点交叉
3.899796	0.000102	1000	1000	1	5	0.100000	64	ランキング選択	2点交叉
3.804770	0.000028	1000	1000	1	5	0.100000	64	ランキング選択	一様交叉
4.140703	0.000001	1000	1000	1	5	0.100000	64	ランキング選択	1点交叉
2.852491	0.000052	1000	1000	1	5	0.010000	64	トーナメント選択	2点交叉
2.874812	0.000023	1000	1000	1	5	0.010000	64	トーナメント選択	一様交叉
2.864289	0.000048	1000	1000	1	5	0.010000	64	トーナメント選択	1点交叉
3.979431	0.000003	1000	1000	1	5	0.010000	64	ランキング選択	2点交叉
3.916441	0.000246	1000	1000	1	5	0.010000	64	ランキング選択	一様交叉
3.866713	0.000086	1000	1000	1	5	0.010000	64	ランキング選択	1点交叉
2.873404	0.000043	1000	1000	1	10	0.100000	64	トーナメント選択	2点交叉
3.065830	0.000063	1000	1000	1	10	0.100000	64	トーナメント選択	一様交叉
2.996892	0.000001	1000	1000	1	10	0.100000	64	トーナメント選択	1点交叉
3.774524	0.000059	1000	1000	1	10	0.100000	64	ランキング選択	2点交叉
3.885849	0.000008	1000	1000	1	10	0.100000	64	ランキング選択	一様交叉
3.974915	0.000023	1000	1000	1	10	0.100000	64	ランキング選択	1点交叉
3.049574	0.000022	1000	1000	1	10	0.010000	64	トーナメント選択	2点交叉
2.998625	0.000029	1000	1000	1	10	0.010000	64	トーナメント選択	一様交叉
3.021541	0.000077	1000	1000	1	10	0.010000	64	トーナメント選択	1点交叉
4.037318	0.000012	1000	1000	1	10	0.010000	64	ランキング選択	2点交叉
4.114040	0.000045	1000	1000	1	10	0.010000	64	ランキング選択	一様交叉
4.280968	0.000012	1000	1000	1	10	0.010000	64	ランキング選択	1点交叉
2.938916	0.000172	1000	1000	1	1	0.100000	64	トーナメント選択	2点交叉
2.760360	0.000099	1000	1000	1	1	0.100000	64	トーナメント選択	一様交叉
2.777532	0.000040	1000	1000	1	1	0.100000	64	トーナメント選択	1点交叉
4.030358	0.000084	1000	1000	1	1	0.100000	64	ランキング選択	2点交叉
3.822249	0.000015	1000	1000	1	1	0.100000	64	ランキング選択	一様交叉
4.062115	0.000128	1000	1000	1	1	0.100000	64	ランキング選択	1点交叉
2.949656	0.000017	1000	1000	1	1	0.010000	64	トーナメント選択	2点交叉
2.994990	0.000002	1000	1000	1	1	0.010000	64	トーナメント選択	一様交叉
2.873214	0.000176	1000	1000	1	1	0.010000	64	トーナメント選択	1点交叉
3.966386	0.000013	1000	1000	1	1	0.010000	64	ランキング選択	2点交叉
3.957912	0.000025	1000	1000	1	1	0.010000	64	ランキング選択	一様交叉
4.218547	0.000055	1000	1000	1	1	0.010000	64	ランキング選択	1点交叉
2.956189	0.000094	1000	1000	1	10	0.010000	64	トーナメント選択	2点交叉
2.961776	0.000084	1000	1000	1	10	0.010000	64	トーナメント選択	一様交叉
3.035724	0.000032	1000	1000	1	10	0.010000	64	トーナメント選択	1点交叉
4.008804	0.000099	1000	1000	1	10	0.010000	64	ランキング選択	2点交叉
4.014184	0.000137	1000	1000	1	10	0.010000	64	ランキング選択	一様交叉
4.094371	0.000097	1000	1000	1	10	0.010000	64	ランキング選択	1点交叉
3.002893	0.000065	1000	1000	1	10	0.010000	64	トーナメント選択	2点交叉
3.145329	0.000056	1000	1000	1	10	0.010000	64	トーナメント選択	一様交叉
3.007916	0.000077	1000	1000	1	10	0.010000	64	トーナメント選択	1点交叉
3.980422	0.000002	1000	1000	1	10	0.010000	64	ランキング選択	2点交叉
3.830835	0.000019	1000	1000	1	10	0.010000	64	ランキング選択	一様交叉
3.708798	0.000029	1000	1000	1	10	0.010000	64	ランキング選択	1点交叉
2.868823	0.000052	1000	1000	1	10	0.010000	64	トーナメント選択	2点交叉
2.926372	0.000010	1000	1000	1	10	0.010000	64	トーナメント選択	一様交叉
2.956069	0.000028	1000	1000	1	10	0.010000	64	トーナメント選択	1点交叉
3.767419	0.000067	1000	1000	1	10	0.010000	64	ランキング選択	2点交叉
3.690306	0.000011	1000	1000	1	10	0.010000	64	ランキング選択	一様交叉
3.772057	0.000085	1000	1000	1	10	0.010000	64	ランキング選択	1点交叉
2.917006	0.000045	1000	1000	1	10	0.010000	64	トーナメント選択	2点交叉
2.897304	0.000039	1000	1000	1	10	0.010000	64	トーナメント選択	一様交叉
2.897555	0.000046	1000	1000	1	10	0.010000	64	トーナメント選択	1点交叉
3.710828	0.000070	1000	1000	1	10	0.010000	64	ランキング選択	2点交叉
3.729546	0.000003	1000	1000	1	10	0.010000	64	ランキング選択	一様交叉
3.881530	0.000092	1000	1000	1	10	0.010000	64	ランキング選択	1点交叉
2.819992	0.000041	1000	1000	1	10	0.010000	64	トーナメント選択	2点交叉
2.875487	0.000136	1000	1000	1	10	0.010000	64	トーナメント選択	一様交叉
2.808784	0.000037	1000	1000	1	10	0.010000	64	トーナメント選択	1点交叉
3.897699	0.000056	1000	1000	1	10	0.010000	64	ランキング選択	2点交叉
3.770346	0.000054	1000	1000	1	10	0.010000	64	ランキング選択	一様交叉
3.724359	0.000070	1000	1000	1	10	0.010000	64	ランキング選択	1点交叉
2.823835	0.000070	1000	1000	1	10	0.010000	64	トーナメント選択	2点交叉
2.839042	0.000287	1000	1000	1	10	0.010000	64	トーナメント選択	一様交叉
2.813542	0.000047	1000	1000	1	10	0.010000	64	トーナメント選択	1点交叉
3.791013	0.000076	1000	1000	1	10	0.010000	64	ランキング選択	2点交叉
3.845981	0.000035	1000	1000	1	10	0.010000	64	ランキング選択	一様交叉
3.833738	0.000061	1000	1000	1	10	0.010000	64	ランキング選択	1点交叉
2.800913	0.000056	1000	1000	1	10	0.010000	64	トーナメント選択	2点交叉
2.847243	0.000030	1000	1000	1	10	0.010000	64	トーナメント選択	一様交叉
2.856609	0.000019	1000	1000	1	10	0.010000	64	トーナメント選択	1点交叉
3.747180	0.000012	1000	1000	1	10	0.010000	64	ランキング選択	2点交叉
3.757971	0.000135	1000	1000	1	10	0.010000	64	ランキング選択	一様交叉
3.992515	0.000279	1000	1000	1	10	0.010000	64	ランキング選択	1点交叉
2.987308	0.000010	1000	1000	1	10	0.010000	64	トーナメント選択	2点交叉
3.089314	0.000013	1000	1000	1	10	0.010000	64	トーナメント選択	一様交叉
3.003618	0.000045	1000	1000	1	10	0.010000	64	トーナメント選択	1点交叉
3.871408	0.000025	1000	1000	1	10	0.010000	64	ランキング選択	2点交叉
3.803574	0.000009	1000	1000	1	10	0.010000	64	ランキング選択	一様交叉
3.937080	0.000001	1000	1000	1	10	0.010000	64	ランキング選択	1点交叉
2.956263	0.000001	1000	1000	1	10	0.010000	64	トーナメント選択	2点交叉
3.002164	0.000002	1000	1000	1	10	0.010000	64	トーナメント選択	一様交叉
3.021994	0.000041	1000	1000	1	10	0.010000	64	トーナメント選択	1点交叉
3.933521	0.000032	1000	1000	1	10	0.010000	64	ランキング選択	2点交叉
3.951030	0.000009	1000	1000	1	10	0.010000	64	ランキング選択	一様交叉
3.976273	0.000029	1000	1000	1	10	0.010000	64	ランキング選択	1点交叉
3.069814	0.000036	1000	1000	1	10	0.010000	64	トーナメント選択	2点交叉
2.912865	0.000006	1000	1000	1	10	0.010000	64	トーナメント選択	一様交叉
2.806361	0.000075	1000	1000	1	10	0.010000	64	トーナメント選択	1点交叉
3.759533	0.000023	1000	1000	1	10	0.010000	64	ランキング選択	2点交叉
3.777402	0.000038	1000	1000	1	10	0.010000	64	ランキング選択	一様交叉
3.830569	0.000048	1000	1000	1	10	0.010000	64	ランキング選択	1点交叉
2.913931	0.000023	1000	1000	1	10	0.010000	64	トーナメント選択	2点交叉
3.048028	0.000042	1000	1000	1	10	0.010000	64	トーナメント選択	一様交叉
3.001453	0.000052	1000	1000	1	10	0.010000	64	トーナメント選択	1点交叉
4.015608	0.000077	1000	1000	1	10	0.010000	64	ランキング選択	2点交叉
4.112751	0.000418	1000	1000	1	10	0.010000	64	ランキング選択	一様交叉
4.064012	0.000013	1000	1000	1	10	0.010000	64	ランキング選択	1点交叉
3.127236	0.000111	1000	1000	1	10	0.010000	64	トーナメント選択	2点交叉
3.067398	0.000037	1000	1000	1	10	0.010000	64	トーナメント選択	一様交叉
3.016014	0.000041	1000	1000	1	10	0.010000	64	トーナメント選択	1点交叉
3.982488	0.000130	1000	1000	1	10	0.010000	64	ランキング選択	2点交叉
3.819627	0.000143	1000	1000	1	10	0.010000	64	ランキング選択	一様交叉
3.706694	0.000015	1000	1000	1	10	0.010000	64	ランキング選択	1点交叉
2.882034	0.000080	1000	1000	1	10	0.010000	64	トーナメント選択	2点交叉
2.923428	0.000158	1000	1000	1	10	0.010000	64	トーナメント選択	一様交叉
2.887865	0.000060	1000	1000	1	10	0.010000	64	トーナメント選択	1点交叉
3.909678	0.000014	1000	1000	1	10	0.010000	64	ランキング選択	2点交叉
3.786880	0.000026	1000	1000	1	10	0.010000	64	ランキング選択	一様交叉
3.974992	0.000052	1000	1000	1	10	0.010000	64	ランキング選択	1点交叉
2.976378	0.000069	1000	1000	1	10	0.010000	64	トーナメント選択	2点交叉
2.987174	0.000043	1000	1000	1	10	0.010000	64	トーナメント選択	一様交叉
3.023378	0.000184	1000	1000	1	10	0.010000	64	トーナメント選択	1点交叉
3.884838	0.000037	1000	1000	1	10	0.010000	64	ランキング選択	2点交叉
3.814678	0.000031	1000	1000	1	10	0.010000	64	ランキング選択	一様交叉
3.836299	0.000006	1000	1000	1	10	0.010000	64	ランキング選択	1点交叉
2.922582	0.000001	1000	1000	1	10	0.010000	64	トーナメント選択	2点交叉
3.064487	0.000043	1000	1000	1	10	0.010000	64	トーナメント選択	一様交叉
2.846202	0.000148	1000	1000	1	10	0.010000	64	トーナメント選択	1点交叉
3.768118	0.000000	1000	1000	1	10	0.010000	64	ランキング選択	2点交叉
3.894684	0.000030	1000	1000	1	10	0.010000	64	ランキング選択	一様交叉
3.788969	0.000118	1000	1000	1	10	0.010000	64	ランキング選択	1点交叉
3.012186	0.000010	1000	1000	1	10	0.010000	64	トーナメント選択	2点交叉
2.970239	0.000050	1000	1000	1	10	0.010000	64	トーナメント選択	一様交叉
2.788995	0.000002	1000	1000	1	10	0.010000	64	トーナメント選択	1点交叉
3.873271	0.000038	1000	1000	1	10	0.010000	64	ランキング選択	2点交叉
3.712872	0.000029	1000	1000	1	10	0.010000	64	ランキング選択	一様交叉
4.004435	0.000020	1000	1000	1	10	0.010000	64	ランキング選択	1点交叉
3.312705	0.000037	1000	1000	1	10	0.010000	64	トーナメント選択	2点交叉
3.276614	0.000008	1000	1000	1	10	0.010000	64	トーナメント選択	一様交叉
3.106470	0.000008	1000	1000	1	10	0.010000	64	トーナメント選択	1点交叉
4.028707	0.000216	1000	1000	1	10	0.010000	64	ランキング選択	2点交叉
3.685703	0.000016	1000	1000	1	10	0.010000	64	ランキング選択	一様交叉
3.924601	0.000023	1000	1000	1	10	0.010000	64	ランキング選択	1点交叉
3.063892	0.000014	1000	1000	1	10	0.010000	64	トーナメント選択	2点交叉
2.992818	0.000105	1000	1000	1	10	0.010000	64	トーナメント選択	一様交叉
2.894625	0.000035	1000	1000	1	10	0.010000	64	トーナメント選択	1点交叉
3.854974	0.000039	1000	1000	1	10	0.010000	64	ランキング選択	2点交叉
3.982096	0.000002	1000	1000	1	10	0.010000	64	ランキング選択	一様交叉
3.755515	0.000137	1000	1000	1	10	0.010000	64	ランキング選択	1点交叉
2.927556	0.000028	1000	1000	1	10	0.010000	64	トーナメント選択	2点交叉
2.998531	0.000010	1000	1000	1	10	0.010000	64	トーナメント選択	一様交叉
2.819273	0.000006	1000	1000	1	10	0.010000	64	トーナメント選択	1点交叉
3.891495	0.000009	1000	1000	1	10	0.010000	64	ランキング選択	2点交叉
3.793558	0.000004	1000	1000	1	10	0.010000	64	ランキング選択	一様交叉
3.857493	0.000183	1000	1000	1	10	0.010000	64	ランキング選択	1点交叉
2.869642	0.000002	1000	1000	1	10	0.010000	64	トーナメント選択	2点交叉
2.887726	0.000128	1000	1000	1	10	0.010000	64	トーナメント選択	一様交叉
2.841035	0.000012	1000	1000	1	10	0.010000	64	トーナメント選択	1点交叉
3.714369	0.000023	1000	1000	1	10	0.010000	64	ランキング選択	2点交叉
3.722155	0.000022	1000	1000	1	10	0.010000	64	ランキング選択	一様交叉
3.777549	0.000007	1000	1000	1	10	0.010000	64	ランキング選択	1点交叉
2.855865	0.000054	1000	1000	1	10	0.010000	64	トーナメント選択	2点交叉
3.149453	0.000113	1000	1000	1	10	0.010000	64	トーナメント選択	一様交叉
3.193562	0.000026	1000	1000	1	10	0.010000	64	トーナメント選択	1点交叉
4.111770	0.000077	1000	1000	1	10	0.010000	64	ランキング選択	2点交叉
4.067663	0.000012	1000	1000	1	10	0.010000	64	ランキング選択	一様交叉
4.086743	0.000243	1000	1000	1	10	0.010000	64	ランキング選択	1点交叉
3.030244	0.000022	1000	1000	1	10	0.010000	64	トーナメント選択	2点交叉
3.091596	0.000105	1000	1000	1	10	0.010000	64	トーナメント選択	一様交叉
3.009878	0.000006	1000	1000	1	10	0.010000	64	トーナメント選択	1点交叉
3.894574	0.000016	1000	1000	1	10	0.010000	64	ランキング選択	2点交叉
3.699251	0.000046	1000	1000	1	10	0.010000	64	ランキング選択	一様交叉
3.908871	0.000080	1000	1000	1	10	0.010000	64	ランキング選択	1点交叉
3.029831	0.000003	1000	1000	1	10	0.010000	64	トーナメント選択	2点交叉
2.846404	0.000023	1000	1000	1	10	0.010000	64	トーナメント選択	一様交叉
2.876586	0.000128	1000	1000	1	10	0.010000	64	トーナメント選択	1点交叉
3.716365	0.000032	1000	1000	1	10	0.010000	64	ランキング選択	2点交叉
3.826823	0.000033	1000	1000	1	10	0.010000	64	ランキング選択	一様交叉
3.970702	0.000189	1000	1000	1	10	0.010000	64	ランキング選択	1点交叉
2.875656	0.000011	1000	1000	1	10	0.010000	64	トーナメント選択	2点交叉
2.939362	0.000151	1000	1000	1	10	0.010000	64	トーナメント選択	一様交叉
2.920645	0.000038	1000	1000	1	10	0.010000	64	トーナメント選択	1点交叉
3.723176	0.000021	1000	1000	1	10	0.010000	64	ランキング選択	2点交叉
3.727169	0.000001	1000	1000	1	10	0.010000	64	ランキング選択	一様交叉
3.732109	0.000024	1000	1000	1	10	0.010000	64	ランキング選択	1点交叉
2.814762	0.000066	1000	1000	1	10	0.010000	64	トーナメント選択	2点交叉
2.860671	0.000005	1000	1000	1	10	0.010000	64	トーナメント選択	一様交叉
2.828713	0.000005	1000	1000	1	10	0.010000	64	トーナメント選択	1点交叉
3.775868	0.000078	1000	1000	1	10	0.010000	64	ランキング選択	2点交叉
3.719693	0.000320	1000	1000	1	10	0.010000	64	ランキング選択	一様交叉
3.753110	0.000085	1000	1000	1	10	0.010000	64	ランキング選択	1点交叉
2.845157	0.000085	1000	1000	1	10	0.010000	64	トーナメント選択	2点交叉
2.857201	0.000277	1000	1000	1	10	0.010000	64	トーナメント選択	一様交叉
2.830317	0.000100	1000	1000	1	10	0.010000	64	トーナメント選択	1点交叉
3.735237	0.000116	1000	1000	1	10	0.010000	64	ランキング選択	2点交叉
3.715487	0.000062	1000	1000	1	10	0.010000	64	ランキング選択	一様交叉
3.782058	0.000012	1000	1000	1	10	0.010000	64	ランキング選択	1点交叉
2.790288	0.000012	1000	1000	1	10	0.010000	64	トーナメント選択	2点交叉
2.886977	0.000017	1000	1000	1	10	0.010000	64	トーナメント選択	一様交叉
2.802008	0.000030	1000	1000	1	10	0.010000	64	トーナメント選択	1点交叉
3.868436	0.000020	1000	1000	1	10	0.010000	64	ランキング選択	2点交叉
3.691626	0.000044	1000	1000	1	10	0.010000	64	ランキング選択	一様交叉
3.726189	0.000023	1000	1000	1	10	0.010000	64	ランキング選択	1点交叉
2.845695	0.000017	1000	1000	1	10	0.010000	64	トーナメント選択	2点交叉
2.841106	0.000025	1000	1000	1	10	0.010000	64	トーナメント選択	一様交叉
2.787583	0.000004	1000	1000	1	10	0.010000	64	トーナメント選択	1点交叉
3.711332	0.000078	1000	1000	1	10	0.010000	64	ランキング選択	2点交叉
3.687939	0.000014	1000	1000	1	10	0.010000	64	ランキング選択	一様交叉
3.729091	0.000098	1000	1000	1	10	0.010000	64	ランキング選択	1点交叉
2.820492	0.000048	1000	1000	1	10	0.010000	64	トーナメント選択	2点交叉
2.830130	0.000117	1000	1000	1	10	0.010000	64	トーナメント選択	一様交叉
2.795770	0.000013	1000	1000	1	10	0.010000	64	トーナメント選択	1点交叉
3.770388	0.000156	1000	1000	1	10	0.010000	64	ランキング選択	2点交叉
3.704838	0.000057	1000	1000	1	10	0.010000	64	ランキング選択	一様交叉
3.747054	0.000009	1000	1000	1	10	0.010000	64	ランキング選択	1点交叉
2.803732	0.000006	1000	1000	1	10	0.010000	64	トーナメント選択	2点交叉
2.911690	0.000036	1000	1000	1	10	0.010000	64	トーナメント選択	一様交叉
2.894420	0.000075	1000	1000	1	10	0.010000	64	トーナメント選択	1点交叉
3.829340	0.000230	1000	1000	1	10	0.010000	64	ランキング選択	2点交叉
3.828100	0.000111	1000	1000	1	10	0.010000	64	ランキング選択	一様交叉
3.941429	0.000020	1000	1000	1	10	0.010000	64	ランキング選択	1点交叉
